# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
4.092432558536529541e-02,1.442867890000343323e-02,2.467457950115203857e-01,9.716617341837263666e-07,7.054204470477998257e-04,7.737460546195507050e-04,0.000000000000000000e+00,1.821067556738853455e-02,1.703817702036758419e-06,1.234032652064342983e-06
3.795128315687179565e-02,1.269619073718786240e-02,2.364775240421295166e-01,8.549917538402951322e-07,6.606685346923768520e-04,7.294313982129096985e-04,0.000000000000000000e+00,1.607341691851615906e-02,1.703817702036758419e-06,1.089846136892447248e-06
3.550770133733749390e-02,1.120488252490758896e-02,2.290911078453063965e-01,7.545635298811248504e-07,6.382458959706127644e-04,7.073630695231258869e-04,0.000000000000000000e+00,1.393708959221839905e-02,1.703817702036758419e-06,9.456130101170856506e-07
3.374594822525978088e-02,1.014799159020185471e-02,2.240114510059356689e-01,6.833901124991825782e-07,6.273030885495245457e-04,6.967202643863856792e-04,0.000000000000000000e+00,1.196814328432083130e-02,1.703817702036758419e-06,8.126315833578701131e-07
3.249234333634376526e-02,9.425914846360683441e-03,2.204979956150054932e-01,6.347636940517986659e-07,6.131135160103440285e-04,6.827570032328367233e-04,0.000000000000000000e+00,1.016627624630928040e-02,1.703817702036758419e-06,6.910290721862111241e-07
3.172875568270683289e-02,9.044781327247619629e-03,2.182124406099319458e-01,6.090972419769968837e-07,6.028503412380814552e-04,6.726956926286220551e-04,0.000000000000000000e+00,8.627302944660186768e-03,1.703817702036758419e-06,5.872011570318136364e-07
3.119261004030704498e-02,8.797603659331798553e-03,2.165546715259552002e-01,5.924516699451487511e-07,6.026869523338973522e-04,6.725598359480500221e-04,0.000000000000000000e+00,7.395399268716573715e-03,1.703817702036758419e-06,5.039115649196901359e-07
3.080879338085651398e-02,8.687852881848812103e-03,2.147072851657867432e-01,5.850607749380287714e-07,6.050534429959952831e-04,6.748407031409442425e-04,0.000000000000000000e+00,6.502099800854921341e-03,1.703817702036758419e-06,4.433875062659353716e-07
3.030873835086822510e-02,8.553863503038883209e-03,2.116376012563705444e-01,5.760376780017395504e-07,5.968697369098663330e-04,6.666738772764801979e-04,0.000000000000000000e+00,5.911134183406829834e-03,1.703817702036758419e-06,4.033947220705158543e-07
2.968914434313774109e-02,8.393039926886558533e-03,2.073767781257629395e-01,5.652073582496086601e-07,5.883270059712231159e-04,6.580930203199386597e-04,0.000000000000000000e+00,5.584269296377897263e-03,1.703817702036758419e-06,3.811322244473558385e-07
2.883264422416687012e-02,8.074040524661540985e-03,2.021149396896362305e-01,5.437250933937320951e-07,5.817285855300724506e-04,6.512921536341309547e-04,0.000000000000000000e+00,5.471105687320232391e-03,1.703817702036758419e-06,3.730883122443628963e-07
2.776494249701499939e-02,7.686438970267772675e-03,1.953164637088775635e-01,5.176231638870376628e-07,5.655378336086869240e-04,6.350325420498847961e-04,0.000000000000000000e+00,5.468578077852725983e-03,1.703817702036758419e-06,3.726562454176018946e-07
2.653560042381286621e-02,7.256227079778909683e-03,1.873513013124465942e-01,4.886517217528307810e-07,5.424000555649399757e-04,6.119124591350555420e-04,0.000000000000000000e+00,5.442424211651086807e-03,1.703817702036758419e-06,3.707693281285173725e-07
