# total,frequency_equation,frequency_initial,physical_equation,physical_initial
1.078212857246398926e+00,4.653588682413101196e-02,6.128540262579917908e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.543982744216918945e-01,3.799888119101524353e-02,5.744094960391521454e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.611036181449890137e-01,4.281922057271003723e-02,5.329114384949207306e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.964540958404541016e-01,4.083409160375595093e-02,4.881131462752819061e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.443668127059936523e-01,4.966624453663825989e-02,4.477043636143207550e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.009505867958068848e+00,5.328467488288879395e-02,4.766590893268585205e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.444546461105346680e-01,3.854465484619140625e-02,4.590081050992012024e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.557764887809753418e-01,4.462655633687973022e-02,4.095109179615974426e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.790491819381713867e-01,4.712937399744987488e-02,4.077554214745759964e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.107062578201293945e-01,4.358210787177085876e-02,3.748851362615823746e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.259388208389282227e-01,4.696115106344223022e-02,3.563272766768932343e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.118745684623718262e-01,4.980823397636413574e-02,3.137922380119562149e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.873725891113281250e-01,4.451434686779975891e-02,3.422291018068790436e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.946115732192993164e-01,4.569495096802711487e-02,3.376620355993509293e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.313001394271850586e-01,5.063249170780181885e-02,3.249752335250377655e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.768779993057250977e-01,5.021265894174575806e-02,2.747514285147190094e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.355601787567138672e-01,4.515185207128524780e-02,2.840416505932807922e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.564806938171386719e-01,4.732494801282882690e-02,2.832312136888504028e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.438836097717285156e-01,4.638840258121490479e-02,2.799995709210634232e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.553593516349792480e-01,4.835425317287445068e-02,2.718168077990412712e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.223851084709167480e-01,4.791931062936782837e-02,2.431920263916254044e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.111631631851196289e-01,4.669937491416931152e-02,2.441694028675556183e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.303926348686218262e-01,4.917298629879951477e-02,2.386627718806266785e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.019021511077880859e-01,4.395618289709091187e-02,2.623403444886207581e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.102714776992797852e-01,4.596584662795066833e-02,2.506129909306764603e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.656072735786437988e-01,4.464231431484222412e-02,2.191841136664152145e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.760536432266235352e-01,4.625537246465682983e-02,2.134999260306358337e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.354713439941406250e-01,4.324579983949661255e-02,2.030133269727230072e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.255261898040771484e-01,4.397332668304443359e-02,1.857928931713104248e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.130272388458251953e-01,5.187556892633438110e-02,1.942715840414166451e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.213915944099426270e-01,4.318229854106903076e-02,1.895686145871877670e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.729521512985229492e-01,3.985683247447013855e-02,1.743838191032409668e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.764135122299194336e-01,3.973102569580078125e-02,1.791032264009118080e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.863076448440551758e-01,4.008528590202331543e-02,1.854548114351928234e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.107041835784912109e-01,4.284571111202239990e-02,1.822470687329769135e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.675165057182312012e-01,3.875874355435371399e-02,1.799290766939520836e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.631798505783081055e-01,3.922168165445327759e-02,1.709630712866783142e-03,0.000000000000000000e+00,0.000000000000000000e+00
